id_evento,data_evento,hora_evento,bairro,municipio,uf,latitude,longitude,tipo_evento,intensidade_evento,precipitacao_mm,duracao_horas,velocidade_vento_kmh,temperatura_celsius,umidade_relativa,nivel_mare_cm,area_afetada_m2,residencias_afetadas,populacao_afetada,nivel_alerta,tempo_resposta_horas,orgao_responsavel,status_atendimento,descricao_ocorrencia,custo_estimado_reais,Fluxo_agua_m2_seg,Total_acumulad0_L,Altura_cm
0737,2023-03-10,21:19,Japuí,São Vicente,SP,-23.88475,-46.322506,inundação,moderada,83.4,8.86,84.6,28.8,55,180.2,1962,85,433,alto,7.02,Prefeitura,concluído,Aliquid hic in vero voluptatem architecto quod aut minus.,324845.52,87,155,150
0738,2023-03-17,12:19,Parque Bitaru,Santos,SP,-23.868834,-46.264451,chuva forte,forte,113.6,1.63,48,16.5,82,56.3,1636,40,834,alto,10.8,Corpo de Bombeiros,em andamento,Aspernatur rem consequatur odit impedit consequatur accusantium itaque.,436396.13,159,77,141
0739,2024-11-16,13:32,Parque Bitaru,São Vicente,SP,-23.924677,-46.340979,alagamento,forte,138,4.05,93.9,34.2,40,221.9,1701,32,785,baixo,19.8,Corpo de Bombeiros,pendente,Doloribus cupiditate provident quaerat earum voluptatibus neque excepturi voluptates unde laborum temporibus repudiandae in laudantium.,332915.44,33,179,113
0740,2023-02-08,10:53,Boqueirão,São Vicente,SP,-23.88951,-46.28323,vento intenso,moderada,164.5,2.03,21.7,33.5,73,184,1499,180,60,baixo,11.21,Polícia Militar,concluído,Id nulla aliquam eveniet consectetur a dolorum quibusdam error in voluptas enim cupiditate dolores.,177744.19,50,44,11
0741,2024-05-16,22:45,Catiapoã,Praia Grande,SP,-23.917787,-46.306651,inundação,severa,66.2,4.01,30.4,29.8,55,169.8,3792,107,467,baixo,8.23,Polícia Militar,em andamento,Repudiandae dicta deserunt molestiae illo eligendi quisquam incidunt corrupti explicabo amet.,420078.75,30,20,166
0742,2023-04-09,08:46,Japuí,Praia Grande,SP,-23.942308,-46.28798,alagamento,forte,176.4,7.08,104.6,22.6,52,53.5,2252,27,414,moderado,15.47,Polícia Militar,pendente,Similique iure amet maxime nisi tempore deleniti maiores hic ratione.,70451.03,117,37,11
0743,2025-07-16,23:34,Aparecida,Mongaguá,SP,-23.899466,-46.274414,chuva forte,moderada,51.3,8.28,40.8,18.5,51,140.6,3728,98,562,baixo,13.94,Corpo de Bombeiros,em andamento,Ex nostrum esse optio dolorem voluptas dicta earum animi.,106172.98,24,185,126
0744,2024-01-18,10:08,Centro,São Vicente,SP,-23.904779,-46.316066,inundação,forte,104.1,2.95,103.6,37.6,93,61.4,3017,91,587,moderado,0.97,Corpo de Bombeiros,pendente,Voluptatibus amet minus amet perferendis commodi hic voluptatibus at recusandae adipisci.,231799.72,64,71,151
0745,2025-06-13,23:56,Aparecida,Guarujá,SP,-23.891382,-46.338299,maré alta,leve,198.8,1.95,69.8,29.7,52,105.8,3348,119,934,baixo,5.91,Defesa Civil,concluído,Suscipit quidem ad dicta ut architecto voluptatum ratione ea nam quibusdam aperiam praesentium earum natus.,496118.22,182,8,120
0746,2025-07-30,07:53,Itararé,Mongaguá,SP,-23.879767,-46.290361,inundação,forte,118.8,5.71,40.7,25.4,46,79.2,4307,100,525,emergência,17.32,Prefeitura,pendente,Magnam est minus sunt ea corrupti excepturi possimus dicta quos.,366370.03,153,151,101
0747,2022-12-25,17:05,Centro,Mongaguá,SP,-23.912517,-46.337618,maré alta,severa,27.2,6.77,25.2,22.7,84,228.2,2632,42,212,alto,23.47,Polícia Militar,pendente,Magni perferendis consequuntur consequatur velit facilis facere dolor non facere.,379802.47,54,29,158
0748,2024-07-06,05:43,Catiapoã,Guarujá,SP,-23.932546,-46.272158,granizo,severa,145.3,1.88,49,30,42,125.6,256,79,641,emergência,6.38,Corpo de Bombeiros,concluído,Occaecati maiores laborum consequuntur maxime voluptas ipsum ipsum explicabo sunt beatae magni voluptatibus sit aperiam molestiae.,107017.12,97,19,88
0749,2025-09-04,06:09,Vila Margarida,Mongaguá,SP,-23.908616,-46.262824,maré alta,leve,126.9,4.7,72.7,33.8,75,84.7,3341,141,708,alto,11.82,Polícia Militar,em andamento,Consequatur dolorem nesciunt illo ad suscipit saepe voluptatibus ut ipsum.,12004.01,87,180,55
0750,2024-01-16,07:16,Itararé,Mongaguá,SP,-23.930932,-46.316666,granizo,severa,100.2,2.18,55.1,26.9,81,204.4,3737,143,571,moderado,18.09,Corpo de Bombeiros,em andamento,Ipsam unde voluptas animi deserunt accusamus consequuntur.,153712.16,139,7,100
0751,2025-05-17,16:48,Boqueirão,Guarujá,SP,-23.940361,-46.309056,maré alta,moderada,12.2,4.01,96.9,22.3,60,5.1,3143,27,614,moderado,17.02,Corpo de Bombeiros,em andamento,Voluptatibus veniam perferendis expedita quidem nihil quisquam eos placeat ab soluta minus suscipit.,329055.21,72,23,166
0752,2022-11-29,13:46,Gonzaguinha,Santos,SP,-23.920172,-46.264385,chuva forte,moderada,123.7,1.29,87.7,31,41,226.5,4629,190,6,alto,5.72,Prefeitura,em andamento,Temporibus modi ea voluptatibus ducimus dolorum optio molestiae non.,58797.86,84,37,80
0753,2023-06-03,10:25,Catiapoã,Santos,SP,-23.872325,-46.286593,inundação,forte,174.3,0.45,86,28.2,67,49.1,1402,151,381,alto,3.99,Defesa Civil,concluído,Hic expedita ratione sunt ea voluptatibus provident amet saepe nesciunt minima cupiditate quod nihil commodi.,328065.68,199,101,26
0754,2025-10-24,14:22,Embaré,Guarujá,SP,-23.891379,-46.310864,vento intenso,severa,38,1.45,8.8,34.5,93,82.9,626,159,761,moderado,11.58,Corpo de Bombeiros,em andamento,Natus vero reprehenderit sit aut temporibus nemo vero nisi.,197637.86,1,19,37
0755,2024-02-09,17:12,Parque Bitaru,Mongaguá,SP,-23.899387,-46.284588,inundação,leve,148.4,2.73,15.2,15.6,92,155.4,4760,71,675,alto,0.34,Polícia Militar,em andamento,Qui esse asperiores qui cupiditate itaque libero a ipsum debitis corrupti ducimus quia quae.,57163.88,191,151,131
0756,2025-10-20,18:49,Aparecida,Mongaguá,SP,-23.86061,-46.276305,inundação,forte,195.7,2.74,29.3,23.8,43,228.3,2308,33,253,baixo,20.73,Defesa Civil,concluído,Quidem explicabo quod doloribus occaecati ducimus necessitatibus non.,440533.49,51,111,44
0757,2024-08-27,18:55,Embaré,Mongaguá,SP,-23.887776,-46.342427,granizo,leve,69.6,7.47,115.8,16,62,27.5,2947,24,578,moderado,9.47,Prefeitura,em andamento,Laboriosam eos possimus debitis vero porro labore.,86534.78,179,196,135
0758,2025-11-01,01:22,Vila Margarida,Praia Grande,SP,-23.88983,-46.277557,alagamento,forte,56.2,10.27,7.8,20.1,92,70.7,1509,32,339,alto,13.4,Polícia Militar,em andamento,Odit praesentium dicta quidem ea dicta dolores voluptatem facilis accusantium doloremque exercitationem exercitationem beatae.,59906.46,8,39,164
0759,2024-05-10,15:00,Boqueirão,São Vicente,SP,-23.882174,-46.258744,alagamento,leve,166.1,7.88,32.8,30.1,98,246.5,3611,156,248,moderado,23.33,Prefeitura,em andamento,Maiores sit molestias voluptatum cupiditate pariatur ad explicabo at vero officiis libero soluta dignissimos in.,470749.24,180,87,14
0760,2023-04-02,17:37,Catiapoã,Praia Grande,SP,-23.942575,-46.30484,vento intenso,moderada,7.5,4.65,63,22.6,79,4.9,4545,189,330,baixo,13.93,Corpo de Bombeiros,em andamento,Eius repudiandae dolores deserunt commodi iusto veniam soluta.,262701.76,138,67,191
0761,2023-02-01,23:19,Catiapoã,Guarujá,SP,-23.912849,-46.290304,chuva forte,moderada,56.7,8.7,53.7,16.2,69,12.1,2818,73,82,moderado,19.49,Polícia Militar,pendente,Excepturi nam illo quae necessitatibus dolores eaque est nesciunt est dolorum unde deleniti.,6059.42,25,144,3
0762,2023-10-18,10:23,Embaré,Santos,SP,-23.884732,-46.305868,maré alta,forte,56.1,1.46,6.9,20,86,23.3,1633,88,493,baixo,17.49,Corpo de Bombeiros,concluído,Necessitatibus id quibusdam cum odit et vitae ut ratione ratione blanditiis distinctio.,333640.16,103,16,170
0763,2025-10-16,21:45,Aparecida,Mongaguá,SP,-23.898674,-46.293811,vento intenso,leve,144.2,6.13,58.1,34.4,92,26.3,2324,82,843,alto,14.9,Prefeitura,pendente,Mollitia repellat non deleniti ipsam consequuntur aliquam enim temporibus quis itaque.,300498.75,86,1,127
0764,2023-07-15,07:06,Japuí,Guarujá,SP,-23.934318,-46.289662,granizo,forte,29.3,4.08,16.9,29.7,82,51.2,4245,59,858,moderado,21.8,Polícia Militar,em andamento,Vel eaque veritatis excepturi velit commodi ab corrupti ipsam voluptates quod laboriosam nobis vitae.,173587.05,186,32,58
0765,2022-11-20,22:13,Centro,Santos,SP,-23.898081,-46.308885,granizo,leve,94.3,0.18,6,30.6,60,66.6,169,86,328,moderado,13.88,Corpo de Bombeiros,concluído,Deserunt possimus laudantium autem perspiciatis incidunt magni.,275805.74,190,191,192
0766,2023-02-22,22:51,Vila Margarida,Guarujá,SP,-23.944516,-46.342094,granizo,severa,50.5,7.12,109.8,36.3,71,201.1,4548,84,859,moderado,3.76,Corpo de Bombeiros,pendente,Quam eos a asperiores ab minima facilis perferendis accusantium qui.,285941.91,188,104,164
0767,2025-07-30,07:30,Parque Bitaru,São Vicente,SP,-23.859359,-46.333023,maré alta,moderada,2.2,10.95,84.8,17.7,52,123.7,4112,165,962,alto,21.78,Prefeitura,em andamento,Itaque ex tempora magni odio perferendis ad libero voluptatem modi asperiores dolorem.,297359.57,169,180,155
0768,2023-06-06,13:52,Japuí,Mongaguá,SP,-23.897488,-46.315649,alagamento,leve,37.2,5.59,98.9,33.3,61,80,2290,23,287,moderado,4.54,Defesa Civil,concluído,Officia voluptatem quia accusamus vel et quod quod veniam delectus ab exercitationem in minima expedita reprehenderit.,273616.93,169,13,133
0769,2022-11-12,19:19,Vila Margarida,São Vicente,SP,-23.857205,-46.272039,inundação,leve,66.7,0.71,33,26.2,82,181.2,2611,55,162,baixo,9.43,Corpo de Bombeiros,concluído,Laborum inventore beatae atque magnam ut ratione necessitatibus illum dignissimos temporibus ullam delectus impedit dolor inventore.,99659.18,192,121,33
0770,2024-08-03,06:00,Catiapoã,Guarujá,SP,-23.891681,-46.310659,vento intenso,severa,110,1.05,118.1,37.2,62,154.3,98,31,381,emergência,13.04,Defesa Civil,pendente,Animi reiciendis ducimus sed dignissimos ullam placeat sequi in dicta.,129842.67,38,179,161
0771,2025-07-28,00:48,Japuí,Guarujá,SP,-23.872268,-46.294023,granizo,leve,98.6,9.69,79.1,22.5,78,108.2,816,116,113,baixo,6.23,Polícia Militar,em andamento,Ab rerum similique sed quo libero doloribus illo necessitatibus veritatis hic alias non nam cumque.,25345.38,34,186,69
0772,2025-10-31,03:17,Japuí,Mongaguá,SP,-23.946533,-46.289638,vento intenso,moderada,185.8,10.95,45.8,23,43,87.1,2844,143,750,emergência,2.08,Polícia Militar,concluído,Deserunt eos consectetur odio hic ipsum eius eaque.,331596.46,117,13,104
0773,2024-09-03,03:33,Vila Margarida,Praia Grande,SP,-23.880813,-46.334617,granizo,forte,154.3,3.85,7.4,23,61,138,4434,100,334,baixo,16.76,Prefeitura,em andamento,Aliquid numquam distinctio similique accusantium voluptas incidunt excepturi vero nisi dolorum et aperiam minima laborum corrupti.,222246.61,83,64,90
0774,2025-04-18,21:15,Parque Bitaru,Guarujá,SP,-23.857921,-46.266211,maré alta,leve,0.4,0.64,25.5,36.3,44,93.1,329,98,794,baixo,12.53,Prefeitura,concluído,Qui laborum cum velit laborum saepe voluptas sed.,453179.18,139,74,197
0775,2022-12-26,19:29,Centro,São Vicente,SP,-23.927594,-46.261184,vento intenso,severa,60.8,2.51,32.9,15.6,67,89.5,1401,158,447,baixo,2.27,Polícia Militar,concluído,Nostrum deleniti voluptas fugit deserunt odio earum occaecati aut nesciunt natus quos nisi.,318582.55,23,59,180
0776,2024-11-24,17:43,Parque Bitaru,Santos,SP,-23.884236,-46.318845,inundação,moderada,74.5,8.82,103.9,22.8,50,12.1,606,62,43,emergência,4.38,Polícia Militar,em andamento,Mollitia tenetur quas error quibusdam laboriosam necessitatibus harum sequi ab culpa cum.,296732.72,189,40,145
0777,2023-12-11,09:37,Itararé,Guarujá,SP,-23.947078,-46.258131,maré alta,severa,102.5,11.48,23.6,22.8,66,81.7,4493,177,937,alto,7.17,Defesa Civil,concluído,Quod suscipit inventore eaque laborum quae ipsa ratione eius sunt ea libero doloribus vel.,25310.55,41,86,40
0778,2025-06-19,17:10,Boqueirão,Santos,SP,-23.883287,-46.263069,chuva forte,leve,185.3,0.94,87.8,19.4,82,85.3,2798,48,183,alto,21.29,Polícia Militar,pendente,Voluptate vel rem veritatis laudantium corporis recusandae tempore fuga.,477599.61,86,72,113
0779,2024-09-30,16:05,Gonzaguinha,São Vicente,SP,-23.916733,-46.31838,chuva forte,moderada,169.9,7.27,22.9,18.4,42,204.6,3645,57,921,moderado,13.41,Defesa Civil,concluído,Quasi repellat libero consequatur id rerum voluptatem aliquam necessitatibus eligendi blanditiis odio magnam blanditiis.,53781.92,77,31,112
0780,2024-07-16,01:40,Boqueirão,Santos,SP,-23.867503,-46.294231,granizo,leve,157.4,9.26,57.9,28.8,93,7.3,1432,71,161,moderado,0.72,Corpo de Bombeiros,em andamento,Optio distinctio quisquam reprehenderit impedit ex doloribus ab omnis veniam ad architecto inventore.,360529.35,19,49,120
0781,2024-06-12,02:40,Embaré,Mongaguá,SP,-23.91212,-46.331257,chuva forte,forte,157.4,5.76,107,19,51,205.9,2260,33,201,emergência,21.91,Prefeitura,pendente,Alias voluptates eum aut dolor adipisci asperiores illum pariatur nemo laborum a.,180564.26,85,14,121
0782,2024-08-29,15:00,Boqueirão,Praia Grande,SP,-23.925736,-46.280255,vento intenso,moderada,94.5,0.27,55.9,17,93,227.4,4086,170,995,baixo,19.12,Defesa Civil,pendente,Illum aut quod consequatur maiores amet itaque rem esse aperiam vitae rem.,410133.08,172,72,93
0783,2024-04-17,10:12,Itararé,Guarujá,SP,-23.925351,-46.323034,maré alta,forte,27.5,9.3,10.3,26.5,80,65.1,2523,42,727,moderado,1.3,Defesa Civil,pendente,Nobis ad ipsam ducimus eveniet excepturi nostrum voluptates ipsum vitae sit earum labore perspiciatis voluptatem eius.,16630.81,99,69,103
0784,2025-09-01,12:56,Vila Margarida,São Vicente,SP,-23.870512,-46.279387,alagamento,leve,48.4,3.08,91.6,30.3,62,40.7,145,45,931,emergência,23.23,Defesa Civil,pendente,Porro cum enim blanditiis incidunt et voluptas cum necessitatibus laudantium temporibus.,337441.87,14,80,172
0785,2025-05-11,00:21,Centro,Guarujá,SP,-23.897805,-46.265423,inundação,forte,101.9,6.51,70.2,23,41,224.6,1181,42,60,alto,5.97,Prefeitura,pendente,Cum dolor nisi magnam tempore fugiat assumenda velit amet voluptatum.,219793.49,80,192,13
0786,2025-07-28,16:03,Boqueirão,São Vicente,SP,-23.929053,-46.316448,chuva forte,leve,103,3.38,56.6,24.3,97,60.1,1262,191,106,emergência,15.46,Prefeitura,concluído,Quasi laboriosam veritatis recusandae laudantium quis explicabo architecto distinctio.,365684.25,194,121,146
0787,2024-02-10,12:06,Embaré,Praia Grande,SP,-23.883183,-46.275903,granizo,severa,87,2.93,104.1,34.8,77,151.6,2864,193,776,baixo,23.81,Defesa Civil,em andamento,Recusandae ducimus est vero eligendi corporis eius recusandae rerum harum.,338120.67,154,65,66
0788,2025-05-06,21:55,Boqueirão,Praia Grande,SP,-23.917486,-46.260992,inundação,severa,98.8,5.2,16.9,24.1,48,166.1,621,199,773,baixo,6.54,Defesa Civil,em andamento,Facilis ipsum delectus amet sit sunt unde incidunt iusto dignissimos hic officia ab occaecati voluptates nulla.,57827.8,92,88,181
0789,2024-02-09,01:37,Parque Bitaru,São Vicente,SP,-23.888754,-46.27878,maré alta,leve,50.5,3.78,56.6,24.9,99,136.3,2073,72,551,emergência,8.89,Corpo de Bombeiros,em andamento,Voluptate quidem accusantium quaerat repellat officia quaerat aliquam sequi expedita quisquam consequatur.,235437.46,132,3,127
0790,2023-05-06,04:55,Embaré,Santos,SP,-23.946157,-46.258121,alagamento,moderada,75.4,1.41,87.1,30.6,46,89.8,4099,49,34,emergência,0.55,Prefeitura,pendente,Qui fugit libero reprehenderit cum fuga alias quasi magni ratione.,368841.27,110,81,5
0791,2024-01-25,06:51,Parque Bitaru,Praia Grande,SP,-23.914614,-46.3288,maré alta,forte,42.1,2.16,46.3,29.6,57,118.5,4788,142,403,moderado,20.44,Prefeitura,em andamento,Corrupti placeat ullam facere saepe voluptates in doloribus qui amet.,147215.81,66,143,126
0792,2024-11-29,22:02,Catiapoã,São Vicente,SP,-23.851407,-46.30606,inundação,leve,81.7,7.55,55,35,45,24.2,1544,65,835,emergência,16.99,Corpo de Bombeiros,concluído,Expedita culpa distinctio repellendus similique possimus voluptas provident provident ducimus perferendis ab in sit deserunt recusandae.,370047.61,137,156,75
0793,2023-09-25,22:03,Parque Bitaru,Guarujá,SP,-23.853471,-46.283863,alagamento,leve,169.1,3.53,92.3,36.6,49,17.1,3667,142,479,baixo,9.33,Prefeitura,pendente,Id ducimus quaerat suscipit earum ipsa debitis minus quos corporis.,208735.94,67,163,150
0794,2024-09-01,23:24,Gonzaguinha,São Vicente,SP,-23.853681,-46.280654,vento intenso,leve,29.7,11.65,79.2,35.6,88,15.6,789,135,795,moderado,1.75,Prefeitura,concluído,Saepe quaerat inventore vero quos autem aspernatur.,52324.25,87,132,91
0795,2025-06-14,17:05,Catiapoã,Mongaguá,SP,-23.903451,-46.257466,inundação,leve,13.6,9.79,31.6,26.8,89,176,4626,171,10,alto,21.92,Prefeitura,pendente,Facere incidunt exercitationem iste necessitatibus sunt tenetur pariatur eos.,297883.39,75,91,31
0796,2025-06-18,19:08,Catiapoã,Santos,SP,-23.898919,-46.26741,chuva forte,forte,15.7,2.69,113,32.4,98,108,2143,47,561,baixo,11.97,Prefeitura,pendente,Nostrum natus vitae vero saepe repellat ipsa ab animi excepturi.,174477,58,99,80
0797,2023-02-17,13:42,Aparecida,Praia Grande,SP,-23.850581,-46.276963,alagamento,severa,25.3,8.14,94.5,30.8,53,66.7,418,140,678,moderado,9.88,Polícia Militar,pendente,Sed saepe impedit quam atque in voluptate rerum.,340211.56,57,82,99
0798,2025-04-10,14:23,Centro,Praia Grande,SP,-23.867217,-46.306111,granizo,leve,90.2,7.31,52.6,16.8,63,122.7,4287,41,753,alto,8.35,Polícia Militar,pendente,Occaecati totam commodi incidunt quibusdam maiores aliquam accusantium quasi facilis dolore.,310286.08,12,198,77
0799,2025-03-20,20:30,Boqueirão,São Vicente,SP,-23.894058,-46.286831,granizo,forte,157.9,2.76,11.2,19.3,97,212.3,917,109,685,alto,8.4,Polícia Militar,em andamento,Ducimus corrupti consequatur excepturi dolor eum enim temporibus provident ex dolorem eligendi ratione.,56516.49,118,63,10
0800,2025-10-16,20:13,Aparecida,Mongaguá,SP,-23.877375,-46.334614,vento intenso,severa,166.1,8.7,23.9,21.6,52,240.3,4212,20,93,moderado,23.94,Defesa Civil,em andamento,Magnam laboriosam consectetur magnam quo impedit earum officiis aliquam id sit rem animi unde alias.,366831.15,34,41,75
0801,2024-01-01,15:12,Aparecida,Santos,SP,-23.94842,-46.317768,granizo,moderada,9.7,4.9,104.9,18.2,72,65,1706,173,161,baixo,5.15,Corpo de Bombeiros,em andamento,Quas est occaecati explicabo temporibus voluptatum commodi repellendus saepe.,85446.21,149,187,147
0802,2024-10-30,01:34,Aparecida,Mongaguá,SP,-23.935255,-46.34558,alagamento,moderada,95.6,10.02,9,20.8,58,49.9,2420,162,503,moderado,3.2,Corpo de Bombeiros,em andamento,Sit hic impedit nam delectus laboriosam non porro deserunt delectus nam.,185543.82,108,40,29
0803,2024-01-27,10:26,Embaré,São Vicente,SP,-23.937622,-46.279946,inundação,moderada,109.4,6.11,111.2,37.7,95,182.9,1135,164,191,baixo,9.29,Polícia Militar,em andamento,Deleniti perspiciatis consectetur sint illum enim facere tempora eveniet deserunt.,138461.18,17,162,99
0804,2024-05-25,08:39,Aparecida,Praia Grande,SP,-23.916704,-46.255851,vento intenso,forte,43.4,10.96,105.9,26.3,94,7.7,4983,88,988,emergência,13.82,Polícia Militar,em andamento,Ad nulla voluptatibus aspernatur in natus aut non facere adipisci suscipit fugit eum similique laboriosam.,305805.04,109,68,99
0805,2023-08-27,01:56,Japuí,Mongaguá,SP,-23.93385,-46.34969,chuva forte,leve,138.2,3.31,72.1,24.6,95,11.4,3490,67,608,baixo,11.61,Polícia Militar,em andamento,Alias eos repudiandae porro aliquid doloribus beatae placeat repudiandae quo aperiam doloribus dolorum nisi.,183355.77,6,200,181
0806,2024-02-04,11:50,Embaré,Mongaguá,SP,-23.912902,-46.307821,chuva forte,leve,4.5,2.8,59.4,22.8,71,24,294,158,431,emergência,3.01,Defesa Civil,pendente,Sunt numquam esse earum esse voluptatum impedit iusto ut quisquam rerum quis.,122586.46,53,145,26
0807,2024-03-09,07:19,Vila Margarida,São Vicente,SP,-23.875976,-46.320944,alagamento,severa,98.7,5.47,80.6,37.7,46,11.5,3177,104,732,moderado,12.92,Prefeitura,concluído,Perferendis deleniti dolores quam aut aliquam eveniet quam eligendi atque assumenda nisi quaerat.,480892.76,85,116,63
0808,2023-09-23,09:23,Itararé,Praia Grande,SP,-23.92365,-46.327486,maré alta,forte,73.3,2.08,80.1,28.6,69,162,189,135,132,baixo,3.99,Prefeitura,pendente,Vero labore molestias possimus mollitia molestias quam nesciunt amet suscipit veniam totam eos hic totam.,244621.14,37,9,4
0809,2023-03-29,08:37,Itararé,Santos,SP,-23.860351,-46.254266,vento intenso,severa,94.6,6.31,53.5,33.4,63,63.7,91,186,233,alto,11.78,Prefeitura,em andamento,Sequi velit debitis nesciunt vitae quod totam vero delectus minus ratione asperiores libero et.,394232.59,175,168,77
0810,2023-08-29,09:32,Itararé,Mongaguá,SP,-23.923941,-46.292327,inundação,severa,166.7,3.55,53.2,26.4,92,176,3608,104,542,baixo,23.57,Corpo de Bombeiros,concluído,Eum ad delectus hic perspiciatis in quos eius eligendi adipisci.,135946.56,154,194,79
0811,2023-07-27,10:23,Boqueirão,Mongaguá,SP,-23.947005,-46.253116,chuva forte,forte,87.3,11.49,86.1,35.4,55,183.3,307,183,915,moderado,10.32,Corpo de Bombeiros,em andamento,Ipsam eum iste dolor vero ex ex corporis doloribus.,252612.89,120,174,124
0812,2024-07-30,11:50,Centro,Praia Grande,SP,-23.910866,-46.33052,chuva forte,forte,6.5,7.9,23,19.1,72,53.1,4175,168,607,emergência,0.47,Corpo de Bombeiros,concluído,Occaecati dicta debitis error laboriosam minus ut vero dignissimos animi dolores impedit eum repellendus iusto ipsum.,485698.16,51,53,170
0813,2024-04-17,20:20,Boqueirão,Santos,SP,-23.873084,-46.290634,alagamento,severa,2,2.76,15.6,18.2,75,35.5,3571,4,392,alto,22.75,Corpo de Bombeiros,pendente,Quibusdam quidem occaecati praesentium accusantium sed illum qui voluptates ea officiis.,477264.83,157,6,44
0814,2022-12-15,17:17,Gonzaguinha,Mongaguá,SP,-23.880039,-46.27523,inundação,moderada,118.3,5.28,79.8,30.8,97,49.9,4939,147,880,alto,1.2,Polícia Militar,concluído,Iste expedita nesciunt nulla vero vitae facere.,327385.63,184,43,49
0815,2025-06-09,07:30,Itararé,Guarujá,SP,-23.895131,-46.259704,maré alta,moderada,132.6,2.12,35.8,30.9,41,231.6,65,146,660,emergência,12.14,Prefeitura,concluído,Odio perspiciatis ullam inventore eius velit voluptates corporis laudantium ipsa laboriosam itaque earum omnis quis.,462101.72,92,167,187
0816,2024-02-22,06:59,Japuí,Santos,SP,-23.898061,-46.313444,alagamento,leve,57.2,7.54,45.8,29.5,43,148.9,1186,101,870,baixo,10.1,Polícia Militar,pendente,Eligendi praesentium quae ut veritatis voluptas quasi nesciunt dolor accusamus ipsam neque quasi minus qui.,29761.78,41,2,159
0817,2024-02-26,20:53,Japuí,Guarujá,SP,-23.940624,-46.271022,maré alta,forte,56.1,2.38,2.3,36.1,62,201.7,3298,168,933,emergência,12.7,Polícia Militar,pendente,Dicta saepe nostrum esse laborum eum neque illo numquam neque impedit id quia sed beatae quam.,446553.43,64,41,184
0818,2025-08-12,11:43,Catiapoã,Mongaguá,SP,-23.854146,-46.292177,maré alta,leve,121.9,1.93,32.9,26.1,97,157.2,122,76,54,alto,10.13,Prefeitura,concluído,Corrupti labore iusto nobis dolore quibusdam saepe quaerat.,430159.05,2,29,91
0819,2023-03-05,07:49,Catiapoã,Guarujá,SP,-23.947452,-46.292928,granizo,moderada,78.1,0.33,74.4,25.3,42,22.3,856,31,8,moderado,15.51,Corpo de Bombeiros,em andamento,Exercitationem quaerat voluptas quidem distinctio aperiam excepturi vero laborum.,221970.85,1,164,103
0820,2025-10-22,15:53,Itararé,Praia Grande,SP,-23.933596,-46.345227,granizo,forte,182.4,0.58,29.8,33.5,79,107.2,2175,56,466,moderado,0.73,Defesa Civil,pendente,Quam autem quis fugiat soluta molestias dolore atque animi dolor possimus accusantium temporibus nulla.,56077.65,30,112,65
0821,2024-12-29,11:49,Catiapoã,Santos,SP,-23.919265,-46.308985,maré alta,forte,198.2,6.89,27.9,25.9,72,80.9,1085,131,983,alto,4.65,Prefeitura,concluído,Temporibus rem voluptate delectus magnam odit incidunt deserunt rerum incidunt illo.,377532.43,139,148,200
0822,2025-06-19,04:52,Aparecida,Mongaguá,SP,-23.926365,-46.310742,granizo,severa,44.9,5.02,8.9,34.8,74,244.3,366,110,8,emergência,5.53,Corpo de Bombeiros,concluído,Eaque inventore eum nobis fugit molestias fugit numquam molestias dolore ea nostrum.,230024.89,133,183,195
0823,2023-11-12,21:37,Parque Bitaru,Guarujá,SP,-23.938473,-46.347292,inundação,severa,158.5,1.97,70.2,35.4,98,188.4,2385,24,646,emergência,4.38,Defesa Civil,concluído,Eaque distinctio pariatur repudiandae dolores aspernatur sunt rerum officia dolorum autem quibusdam eveniet mollitia.,259216.85,16,176,102
0824,2024-04-10,07:43,Itararé,Santos,SP,-23.897902,-46.326677,alagamento,severa,179,2.93,70.6,18.1,52,54.9,3910,196,596,moderado,3.8,Polícia Militar,em andamento,Autem et delectus nisi quibusdam perspiciatis consequuntur repudiandae accusamus repellat aliquam non nesciunt qui.,317923.17,135,109,165
0825,2023-03-02,21:47,Vila Margarida,São Vicente,SP,-23.939484,-46.294732,inundação,forte,196.8,6.97,32.3,27.7,47,106.3,669,200,135,moderado,10.76,Corpo de Bombeiros,em andamento,Harum explicabo a neque aliquid ea voluptatem provident.,238975.38,13,134,172
0826,2023-11-20,06:01,Catiapoã,Mongaguá,SP,-23.9316,-46.253295,granizo,moderada,70.9,7.62,57.9,33.7,78,186.9,902,12,467,emergência,22.11,Defesa Civil,pendente,Velit debitis dolorem laudantium beatae fugiat deserunt recusandae.,89640.99,194,150,161
0827,2025-08-19,13:27,Catiapoã,Mongaguá,SP,-23.920206,-46.270717,alagamento,severa,35.7,8.34,84.2,24,49,63.7,542,21,8,emergência,12.91,Polícia Militar,concluído,Necessitatibus consequatur in architecto omnis enim doloribus officia voluptates repudiandae reiciendis.,350462.08,134,85,35
0828,2023-04-18,18:35,Gonzaguinha,Mongaguá,SP,-23.917898,-46.268063,inundação,severa,141.9,4.31,83.2,19.6,58,119.5,1379,50,603,alto,13.93,Polícia Militar,pendente,Ipsam nihil possimus reiciendis aut doloremque illum ea assumenda dolorem accusamus.,249962.4,162,47,6
